date,start_time,distance_km,duration_min,eco_pct,city_pct,sport_pct,start_lat,start_lon,source,notes
2026-02-14,08:41,5.9,18,90,10,0,,,seed,
2026-02-16,09:11,7.9,24,100,0,0,,,seed,
2026-02-18,09:07,4.9,14,70,30,0,,,seed,
2026-02-27,19:02,3.4,8,14,80,6,,,seed,
2026-02-28,07:34,2.9,7,20,80,0,,,seed,
2026-03-01,08:14,7.8,25,100,0,0,,,seed,
2026-03-02,08:59,8.2,21,90,10,0,,,seed,
2026-03-04,18:17,4.7,15,95,5,0,,,seed,
2026-03-05,19:15,0.8,4,70,30,0,,,seed,
2026-03-05,20:36,4.7,12,95,2,3,,,seed,
2026-03-06,18:30,8.8,28,90,3,7,,,seed,
2026-03-09,07:42,6.5,16,95,4,1,,,seed,
2026-03-14,07:40,8.3,16,21,70,9,,,seed,
2026-03-15,08:56,2.5,6,85,15,0,,,seed,
2026-03-15,10:39,10.6,22,35,0,65,,,seed,
2026-03-16,08:30,7.5,21,70,30,0,,,seed,
2026-03-27,10:43,4.5,10,14,80,6,,,seed,
2026-03-31,09:44,4.7,12,30,70,0,,,seed,
2026-03-31,18:08,3.4,8,80,20,0,,,seed,
2026-04-04,19:33,17.5,48,80,20,0,,,seed,
2026-04-08,09:10,3.4,11,95,5,0,,,seed,
2026-04-10,07:20,3.5,9,40,60,0,,,seed,
2026-04-14,11:31,2.9,5,35,0,65,,,seed,
2026-04-18,08:01,4.1,10,45,55,0,,,seed,
2026-04-18,19:46,5.0,13,95,0,5,,,seed,
2026-04-22,20:43,6.5,19,70,30,0,,,seed,
2026-04-24,19:27,3.4,10,100,0,0,,,seed,
2026-04-25,19:57,6.9,13,15,10,75,,,seed,
2026-04-28,21:48,3.2,10,70,30,0,,,seed,
2026-04-30,19:18,3.8,12,85,15,0,,,seed,
2026-05-02,21:53,3.4,11,100,0,0,,,seed,
2026-05-04,09:04,3.9,9,45,0,55,,,seed,
2026-05-09,07:20,7.6,18,31,55,14,,,seed,
2026-05-13,08:48,2.9,10,100,0,0,,,seed,
2026-05-14,18:52,1.7,5,21,70,9,,,seed,
2026-05-15,19:50,2.1,6,100,0,0,,,seed,
2026-05-23,21:11,16.7,41,70,17,13,,,seed,
2026-05-25,19:04,3.3,10,100,0,0,,,seed,
2026-05-26,20:02,4.5,12,80,20,0,,,seed,
2026-05-27,10:05,13.3,29,45,0,55,,,seed,
2026-05-28,18:04,3.1,8,70,15,15,,,seed,
2026-05-29,20:54,3.4,6,50,0,50,,,seed,
2026-05-31,08:08,4.0,13,100,0,0,,,seed,
2026-06-05,09:54,4.1,9,20,80,0,,,seed,
2026-06-12,19:06,6.2,17,80,20,0,,,seed,
2026-06-15,17:31,3.5,9,20,80,0,,,seed,
2026-06-29,07:11,4.9,14,100,0,0,,,seed,
2026-07-02,17:16,12.4,26,28,60,12,,,seed,
2026-07-06,08:42,2.7,7,14,80,6,,,seed,
2026-07-11,20:32,1.7,5,80,20,0,,,seed,
2026-07-12,18:08,3.5,9,21,70,9,,,seed,
2026-07-16,07:20,4.1,10,30,70,0,,,seed,
2026-07-16,09:41,4.2,12,95,5,0,,,seed,
2026-07-17,10:36,4.3,14,100,0,0,,,seed,
2026-07-21,10:27,3.7,8,30,70,0,,,seed,
2026-07-22,18:05,7.2,19,95,5,0,,,seed,
2026-07-31,18:42,4.9,15,95,5,0,,,seed,
